"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ALMS18",1.01573192946006e-10,0.283426043409586,0.549,0.305,4.16470405717214e-06,"28","ALMS1"
"CYB5B",4.08184789537677e-16,0.283336814186401,0.431,0.212,1.67363927406238e-11,"28","CYB5B"
"NEB3",1.20009497581186e-15,0.283279100058177,0.308,0.105,4.92062941982377e-11,"28","NEB"
"HIST1H1C3",2.21554541090325e-27,0.283260139400224,0.332,0.083,9.0841792937855e-23,"28","HIST1H1C"
"LINC004991",2.17077785085226e-18,0.283063566032138,0.115,0.007,8.90062334406444e-14,"28","LINC00499"
"ATP1B15",1.35351738082481e-26,0.283007272010064,0.822,0.409,5.54969196485787e-22,"28","ATP1B1"
"ERVMER61-12",1.28841177944665e-14,0.282346480165828,0.158,0.025,5.28274597808714e-10,"28","ERVMER61-1"
"OTUD6B2",4.85377677834991e-17,0.282035378171703,0.32,0.105,1.99014555465903e-12,"28","OTUD6B"
"SNX105",5.83644445054271e-14,0.282018248043626,0.49,0.249,2.39305895361152e-09,"28","SNX10"
"PPP4R23",4.77300509098259e-11,0.28196381829525,0.68,0.418,1.95702754740468e-06,"28","PPP4R2"
"IFNGR11",1.11439846608474e-13,0.281795993056231,0.569,0.313,4.56925659064065e-09,"28","IFNGR1"
"TSPAN331",6.1764482945139e-28,0.281468561828952,0.348,0.084,2.53246732971659e-23,"28","TSPAN33"
"RAB30-DT5",2.95626498017619e-20,0.281311601889804,0.399,0.139,1.21212776717184e-15,"28","RAB30-DT"
"GLUD21",1.97775790765869e-19,0.281259945000875,0.19,0.029,8.10920297298216e-15,"28","GLUD2"
"COQ9",1.03943917230738e-09,0.281007925949544,0.336,0.172,4.26190849429471e-05,"28","COQ9"
"CCNG12",4.00499281150959e-14,0.280997051042265,0.439,0.205,1.64212715257516e-09,"28","CCNG1"
"KHDC44",4.97103637918502e-17,0.28087239871913,0.344,0.134,2.03822433619344e-12,"28","KHDC4"
"CYP7A12",1.72623818766219e-26,0.280726034340553,0.281,0.06,7.07792181705251e-22,"28","CYP7A1"
"ARSE2",4.76492304732946e-18,0.280682002681703,0.387,0.132,1.95371374786602e-13,"28","ARSE"
"LINC008801",4.440213821739e-18,0.280512148873092,0.178,0.029,1.82057647118943e-13,"28","LINC00880"
"TMEM2091",5.50566668377276e-14,0.280324721890318,0.32,0.132,2.25743345368051e-09,"28","TMEM209"
"RARRES11",0.00183091123616237,0.280318554725988,0.13,0.054,1,"28","RARRES1"
"UNC501",7.45702114846432e-15,0.28027349871165,0.332,0.115,3.05752781129334e-10,"28","UNC50"
"ACTN22",3.06455681097759e-22,0.280200853926496,0.182,0.023,1.25652958363703e-17,"28","ACTN2"
"NTPCR",1.81379400225981e-15,0.280101447375856,0.3,0.116,7.43691816806566e-11,"28","NTPCR"
"URGCP1",1.78563506946874e-10,0.279999597272135,0.364,0.171,7.32146091183573e-06,"28","URGCP"
"QRICH21",9.02340509624085e-17,0.279623995363956,0.217,0.056,3.69977655756067e-12,"28","QRICH2"
"NAXE2",7.11315467143998e-25,0.279276169642537,0.368,0.093,2.91653567838382e-20,"28","NAXE"
"LMBRD2",1.31401201859492e-10,0.279268817839704,0.455,0.22,5.3877120786429e-06,"28","LMBRD2"
