"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Itih21",1.51601582418162e-35,0.566932372047976,0.966,0.519,2.85844783649444e-31,"18","Itih2"
"Idh1",6.91449324835812e-39,0.566886886246429,0.925,0.446,1.30372770197792e-34,"18","Idh1"
"Ptp4a11",5.69129197246118e-95,0.566292479549019,0.272,0.029,1.07309310140756e-90,"18","Ptp4a1"
"Apof2",2.83289832968255e-32,0.564828038957923,0.989,0.636,5.34142980061645e-28,"18","Apof"
"Cyp4v32",7.49068583284132e-57,0.56422599384916,0.851,0.302,1.41236881378223e-52,"18","Cyp4v3"
"Acsl4",8.86176638190844e-65,0.561714531777828,0.731,0.218,1.67088605130884e-60,"18","Acsl4"
"Apoh2",3.35291409899823e-32,0.560396175451698,1,0.817,6.32191953366116e-28,"18","Apoh"
"Slc38a32",4.8351920550388e-36,0.557318257294144,0.888,0.43,9.11675461977565e-32,"18","Slc38a3"
"Ctsh",1.1353611599045e-48,0.557042897898101,0.843,0.327,2.14072346699994e-44,"18","Ctsh"
"Ctsl2",1.90534987898747e-32,0.554249368062838,0.974,0.55,3.59253719683088e-28,"18","Ctsl"
"Cyp8b12",1.68823956724581e-62,0.552081328104576,0.437,0.098,3.18317570404198e-58,"18","Cyp8b1"
"Rnf1281",1.70818875726775e-75,0.549212973756809,0.672,0.176,3.22078990182834e-71,"18","Rnf128"
"Mbl21",1.34697297281981e-23,0.547363501395962,0.974,0.627,2.53971754025175e-19,"18","Mbl2"
"Rpn22",1.86593695392384e-55,0.547296522986085,0.825,0.293,3.5182241266234e-51,"18","Rpn2"
"Hyou11",1.89501423514209e-74,0.546520364408851,0.616,0.152,3.5730493403604e-70,"18","Hyou1"
"Lamp23",4.17369403478707e-33,0.545351359103261,0.963,0.504,7.86950010259102e-29,"18","Lamp2"
"Igf11",3.55707180010574e-30,0.54525666094586,0.989,0.629,6.70685887909937e-26,"18","Igf1"
